'id'|'parent_id'|'name'|'original'|'level'|'count'
'138132'|'144604'|'Лабораторное оборудование'|'Оборудование для лабораторий'|'2'|'3211'
'138133'|'144604'|'Инструмент для металлообработки'|'Металлообрабатывающее оборудование'|'2'|'4485'
'138134'|'144604'|'Ювелирный инструмент'|'Оборудование, инструмент для ювелирного производства'|'2'|'275'
'138135'|'144604'|'Оборудование для торговли и выставок'|'Торгово-выставочное оборудование'|'2'|'8058'
'138136'|'144858'|'Оборудование на бензине, дизеле'|''|'3'|'1531'
'138137'|'144604'|'Теплые полы'|'Продажа, установка тёплых полов'|'2'|'5738'
'138138'|'144604'|'Обслуживание электроинструмента'|'Ремонт электроинструмента'|'2'|'3269'
'138139'|'144866'|'Оборудование для игорного бизнеса'|''|'3'|'106'
'138140'|'144604'|'Витрины и стеллажи'|'Стеллажи, витрины'|'2'|'6226'
'138141'|'144604'|'Инфракрасные кабины'|'Продажа инфракрасных кабин'|'2'|'637'
'138142'|'144604'|'Энергосберегающее оборудование'|'Оборудование для энергосбережения'|'2'|'8177'
'138143'|'144604'|'Оборудование для швейных производств'|'Швейное оборудование'|'2'|'2449'
'138144'|'144604'|'Стеклопластиковые изделия'|'Изделия из стеклопластика'|'2'|'974'
'138146'|'187113'|'Высшие учебные заведения - консерватории'|'Консерватории'|'2'|'61'
'138147'|'187113'|'Общеобразовательные школы'|'Школы'|'2'|'17514'
'138148'|'187113'|'Технические институты, конструкторские бюро'|''|'2'|'439'
'138149'|'187113'|'Средне-специальные учебные заведения - техникумы'|'Техникумы'|'2'|'1674'
'138150'|'187113'|'Прогимназии и школы раннего развития'|'Начальные школы-детские сады, прогимназии'|'2'|'1209'
'138151'|'187113'|'Средние учебные заведения - гимназии'|'Гимназии'|'2'|'2043'
'138152'|'187113'|'Средне-специальные учебные заведения - училища'|'Училища'|'2'|'784'
'138153'|'187113'|'Репетиторство'|'Помощь в обучении'|'2'|'8806'
'138154'|'187113'|'Среднее профессиональное образование'|'Обучение рабочим профессиям'|'2'|'2913'
'138155'|'187113'|'НИИ'|'Научно-исследовательские институты'|'2'|'4294'
'138156'|'187113'|'Бизнес-курсы'|''|'2'|'1249'
'138157'|'187113'|'Высшие учебные заведения - академии'|'Академии'|'2'|'1842'
'138158'|'187113'|'Школы изобразительного искусства, художественных навыков'|'Художественные школы'|'2'|'943'
'138159'|'187113'|'Центры изучения иностранных языков'|'Школы иностранных языков'|'2'|'7803'
'138160'|'187113'|'Семинары и тренинги'|'Бизнес-тренинги, семинары'|'2'|'7107'
'138161'|'187113'|'Детские школы искусств'|'Школы искусств'|'2'|'2565'
'138162'|'187113'|'Агентства подбора персонала'|''|'2'|'3492'
'138163'|'187113'|'Школы подготовки водителей'|'Автошколы'|'2'|'14791'
'138164'|'187113'|'Курсы повышения квалификации и профессиональной переподготовки'|'Профессиональная переподготовка, повышение квалификации'|'2'|'9242'
'138165'|'187113'|'Музыкальные школы для детей'|'Детские музыкальные школы'|'2'|'1495'
'138166'|'187113'|'Высшие учебные заведения - институты'|'Институты'|'2'|'3189'
'138167'|'187113'|'Раннее развитие детей'|'Центры раннего развития, дошкольного образования детей'|'2'|'8107'
'138168'|'187113'|'Курсы для дизайнеров'|'Дизайнерские курсы'|'2'|'1088'
'138169'|'187113'|'Обучение кадетов'|''|'2'|'85'
'138170'|'187113'|'Курсы рукоделия и творчества'|'Обучение творчеству и рукоделию'|'2'|'797'
'138171'|'187113'|'Школы циркового искусства'|'Цирковые школы, студии'|'2'|'99'
'138172'|'187113'|'Маникюрные, парикмахерские курсы'|''|'2'|'3635'
'138173'|'187113'|'Семинары, курсы личностного роста'|''|'2'|'2297'
'138174'|'187113'|'Школы фотографии'|'Фотошколы'|'2'|'1276'
'138175'|'187113'|'Зарубежное образование'|'Обучение за рубежом'|'2'|'3914'
'138176'|'187113'|'Школы с предоставлением проживания'|''|'2'|'669'
'138177'|'187113'|'Услуги перевода с иностранных языков'|'Перевод с иностранных языков'|'2'|'8207'
'138178'|'187113'|'Курсы бухгалтеров'|''|'2'|'1115'
'138179'|'187113'|'Тренинги и услуги тимбилдинга'|'Тимбилдинг'|'2'|'1272'
'138180'|'187113'|'Высшие учебные заведения - университеты'|'Университеты'|'2'|'8586'
'138181'|'187113'|'Вокальные школы'|'Курсы вокала'|'2'|'1641'
'138182'|'187113'|'Средне-специальные учебные заведения - колледжи'|'Колледжи'|'2'|'3715'
'138183'|'187113'|'Курсы обучения работе с компьютером'|'Компьютерные курсы'|'2'|'2831'
'138184'|'187113'|'Профессиональная подготовка охранников'|'Обучение сотрудников охраны'|'2'|'938'
'138185'|'187113'|'Учебные комбинаты для школьников'|'Межшкольные учебные комбинаты'|'2'|'183'
'138186'|'187113'|'Средние учебные заведения - лицеи'|'Лицеи'|'2'|'1565'
'138187'|'187113'|'Детские образовательные учреждения'|'Детские сады, ясли'|'2'|'16910'
'138188'|'187113'|'Курсы кулинаров'|''|'2'|'185'
'138189'|'0'|'Производство и продажа одежды и обуви'|'Одежда, обувь'|'1'|'171'
'138190'|'144906'|'Костюмы для выступлений, сцены'|'Сценические, карнавальные костюмы'|'3'|'2573'
'138191'|'144894'|'Осенняя, зимняя одежда'|''|'3'|'10560'
'138192'|'138189'|'Аксессуары и бижутерия'|'Бижутерия'|'2'|'21500'
'138193'|'144905'|'Специальная обувь'|'Спецобувь'|'3'|'4410'
'138194'|'138189'|'Одежда для будущих мам'|'Одежда для беременных'|'2'|'5439'
'138195'|'144900'|'Одежда для мужчин'|''|'3'|'37450'
'138196'|'144896'|'Обувь и одежда для детей'|'Детская одежда, обувь'|'3'|'15202'
'138198'|'144897'|'Джинсы'|''|'3'|'5357'
'138199'|'144901'|'Выпуск обувной продукции'|'Производство обуви'|'3'|'532'
'138200'|'144902'|'Салоны свадебных платьев, костюмов'|''|'3'|'4081'
'138201'|'144907'|'Товары для младенцев'|''|'3'|'10385'
'138202'|'144896'|'Детские товары, игрушки'|'Игрушки'|'3'|'47013'
'138203'|'144895'|'Шапки, шляпы'|''|'3'|'3719'
'138204'|'144905'|'Средства индивидуальной защиты, униформа'|'Спецодежда, средства индивидуальной защиты'|'3'|'14356'
'138205'|'144901'|'Ремонт и обслуживание обуви, кожгалантереи'|'Ремонт обуви, кожгалантереи'|'3'|'26321'
'138206'|'138189'|'Обувные магазины'|'Магазины обувные'|'2'|'22411'
'138207'|'144908'|'Трикотаж'|'Трикотажные изделия'|'3'|'21280'
'138208'|'144904'|'Продажа б/у одежды, секонд-хэнд'|''|'3'|'4792'
'138209'|'138189'|'Белье, пижамы'|'Нижнее бельё'|'2'|'36685'
'138210'|'138189'|'Косметика и аксессуары для обуви'|'Обувная косметика, аксессуары'|'2'|'2116'
'138211'|'144901'|'Обувь оптом'|'Обувь - опт'|'3'|'1203'
'138212'|'144898'|'Одежда для женщин'|''|'3'|'68371'
'138213'|'144899'|'Сырье для кожевенной, меховой промышленности'|''|'3'|'365'
'138214'|'138189'|'Одежда из кожи и меха'|'Меха, дублёнки, кожа'|'2'|'9494'
'138215'|'144908'|'Носки и колготки'|'Чулочно-носочные изделия'|'3'|'18371'
'138216'|'0'|'Услуги в области охраны, безопасности'|''|'1'|'2'
'138217'|'144909'|'Услуги вневедомственной охраны'|'Вневедомственная охрана'|'3'|'1080'
'138218'|'144911'|'Домофоны'|'Продажа, ремонт, установка домофонов'|'3'|'2353'
'138219'|'144912'|'Огнезащита материалов'|''|'3'|'2149'
'138220'|'144911'|'Установка систем пожарной охраны'|'Монтаж охранно-пожарных систем'|'3'|'22570'
'138221'|'144913'|'Противопожарная техника и инвентарь'|'Противопожарное оборудование, инвентарь'|'3'|'6877'
'138222'|'144909'|'Частные детективы'|'Детективные услуги'|'3'|'1399'
'138223'|'144909'|'Охрана'|'Услуги охраны'|'3'|'12915'
'138224'|'144910'|'Охранные системы'|'Системы безопасности и охраны'|'3'|'24534'
'138225'|'144909'|'Инкассация'|'Услуги инкассации'|'3'|'365'
'138226'|'144910'|'Специальные устройства, детекторы лжи'|'Детекторы лжи'|'3'|'762'
'138227'|'144913'|'Оборудование для спасательных бригад'|'Спасательное оборудование'|'3'|'569'
'138228'|'0'|'Продажа продуктов питания и напитков'|'Продукты питания, напитки'|'1'|'34'
'138229'|'138228'|'Семечки и орехи'|'Орехи, семечки'|'2'|'3068'
'138230'|'138228'|'Снеки'|'Снэковая продукция'|'2'|'2510'
'138231'|'138228'|'Переработка зерна'|'Зернопереработка'|'2'|'485'
'138232'|'138228'|'Продуктовые магазины'|'Продовольственные магазины'|'2'|'129756'
'138233'|'138228'|'Киоски по продаже мороженого'|'Мороженое'|'2'|'9980'
'138234'|'138228'|'Колбасы, мясопродукты'|'Колбасные изделия'|'2'|'25424'
'138235'|'144916'|'Бакалея, макаронная продукция'|''|'3'|'1575'
'138236'|'138228'|'Продажа зерна и отходов зерна'|'Зерно, зерноотходы'|'2'|'2165'
'138237'|'138228'|'Сырьевая продукция для пищевого производства'|'Сырьё для пищевой промышленности'|'2'|'3852'
'138238'|'144917'|'Птица, полуфабрикаты'|''|'3'|'6859'
'138239'|'138228'|'Продажа яиц'|'Яйцо'|'2'|'4112'
'138240'|'138228'|'Продукты быстрого приготовления'|'Продукты быстрого приготовления'|'2'|'2404'
'138241'|'144918'|'Мясо, мясная продукция'|''|'3'|'12103'
'138242'|'138228'|'Консервы'|'Консервированная продукция'|'2'|'7176'
'138243'|'144919'|'Фрукты, сухофрукты, овощи'|''|'3'|'9206'
'138244'|'138228'|'Питание для детей'|'Детское питание'|'2'|'5872'
'138245'|'144915'|'Масло, жиры'|''|'3'|'2180'
'138246'|'138228'|'Пряности и специи'|'Специи, пряности'|'2'|'2677'
'138247'|'144923'|'Чайная, кофейная продукция'|''|'3'|'5860'
'138248'|'144914'|'Продажа алкогольных напитков'|'Алкогольные напитки'|'3'|'24863'
'138249'|'138228'|'Магазины кондитерских изделий'|'Кондитерские изделия'|'2'|'41850'
'138250'|'144921'|'Рыба и морепродукты, деликатесы'|''|'3'|'4579'
'138251'|'144920'|'Питевая вода'|''|'3'|'3558'
'138252'|'138228'|'Продукты для диетического питания'|'Диетические, соевые продукты'|'2'|'2527'
'138253'|'138228'|'Продажа безалкогольных напитков'|'Безалкогольные напитки'|'2'|'10404'
'138254'|'144914'|'Сигареты, табачная продукция'|'Табачные изделия, товары для курения'|'3'|'12038'
'138255'|'138228'|'Молоко, молочные продукты'|'Молочные продукты'|'2'|'17525'
'138256'|'138228'|'Продажа фастфуда'|'Киоски, магазины фастфудной продукции'|'2'|'18007'
'138257'|'138228'|'Мед, пчеловодческая продукция'|'Продукты пчеловодства'|'2'|'5351'
'138258'|'144922'|'Хлеб, выпечка'|''|'3'|'12294'
'138259'|'144914'|'Продажа пива'|'Пиво'|'3'|'3685'
'138260'|'138228'|'Крупы и мука'|'Мука, крупы'|'2'|'5347'
'138261'|'138228'|'Продажа сахара и соли'|'Сахар, соль'|'2'|'2911'
'138262'|'138228'|'Сыр'|'Сыры'|'2'|'5635'
'138263'|'0'|'СМИ, рекламные и полиграфические услуги'|'Реклама, полиграфия, сми'|'1'|'15'
'138264'|'144927'|'Газетные издательства'|''|'3'|'4399'
'138265'|'144936'|'Услуги термопечати'|''|'3'|'3517'
'138266'|'138263'|'Печать пластиковых карт'|'Производство пластиковых карт'|'2'|'2663'
'138267'|'144928'|'Агентства подготовки моделей'|''|'3'|'655'
'138268'|'138263'|'Услуги послепечатной обработки'|'Послепечатная обработка'|'2'|'12249'
'138269'|'138263'|'Расходники для печати и полиграфии'|'Расходные материалы для полиграфии'|'2'|'1556'
'138270'|'138263'|'Гравировка'|'Услуги гравировки'|'2'|'4895'
'138271'|'144930'|'Печать офсетным методом'|''|'3'|'7922'
'138272'|'138263'|'Услуги флексопечати'|'Флексопечать'|'2'|'1799'
'138273'|'144929'|'Услуги оперативной полиграфии'|'Оперативная полиграфия'|'3'|'25577'
'138274'|'138263'|'Полиграфия'|'Полиграфические услуги'|'2'|'19248'
'138275'|'138263'|'Наружная реклама'|'Размещение наружной рекламы'|'2'|'13944'
'138276'|'138263'|'Рекламные конструкции'|'Изготовление рекламных конструкций'|'2'|'20985'
'138277'|'144931'|'Реклама в транспорте'|''|'3'|'3299'
'138278'|'138263'|'Услуги тиражирования CD'|'Тиражирование дисков'|'2'|'515'
'138279'|'138263'|'Материалы для изготовления рекламной продукции'|'Материалы для наружной рекламы'|'2'|'3572'
'138280'|'138263'|'Студии фотографии'|'Фотостудии'|'2'|'11311'
'138281'|'138263'|'Городские справочники'|'Справочники'|'2'|'1844'
'138282'|'144933'|'Изготовление световых конструкций'|''|'3'|'5049'
'138283'|'138263'|'Услуги копирования и распечатки'|'Копировальные услуги'|'2'|'12249'
'138284'|'138263'|'Пиар-агентства'|'Pr, связи с общественностью'|'2'|'1816'
'138285'|'138263'|'Услуги широкоформатной печати, УФ-печати'|'Широкоформатная печать, уф-печать'|'2'|'19772'
'138286'|'138263'|'Бизнес-сувениры'|'Изготовление бизнес-сувениров'|'2'|'17143'
'138287'|'138263'|'Услуги шелкографии'|'Шелкография'|'2'|'5789'
'138288'|'138263'|'Звукозаписывающие студии'|'Студии звукозаписи'|'2'|'2374'
'138289'|'144924'|'Подписка на периодические издания'|'Агентства по подписке печатных изданий'|'3'|'376'
'138290'|'138263'|'Услуги маркетинговых и социологических исследований'|'Маркетинговые, социологические исследования'|'2'|'4677'
'138291'|'138263'|'Услуги рассылки'|'Директ-мэйл'|'2'|'3672'
'138292'|'138263'|'Рекламный дизайн'|'Дизайн рекламы'|'2'|'22150'
'138293'|'144931'|'Реклама в СМИ'|'Размещение рекламы в сми'|'3'|'6915'
'138294'|'144926'|'Студии видеосъемки'|''|'3'|'3516'
'138295'|'144924'|'Продажа периодических изданий'|'Киоски, магазины по продаже печатной продукции'|'3'|'6768'
'138296'|'138263'|'Услуги деколирования'|'Деколирование'|'2'|'355'
'138297'|'138263'|'Услуги информационных агентств'|'Информационные агентства'|'2'|'607'
'138298'|'138263'|'Проведение промоакций'|'Организация и проведение промоушн-акций'|'2'|'5584'
'138299'|'138263'|'Размещение Indoor-рекламы'|'Indoor-реклама (реклама в помещениях)'|'2'|'4825'
'138300'|'144932'|'Услуги рекламных агентств полного цикла'|''|'3'|'4783'
'138301'|'144934'|'Услуги тампопечати'|''|'3'|'1596'
'138302'|'138263'|'Журнальные издательства'|'Журналы'|'2'|'8816'
'138303'|'138263'|'Услуги предпечатной обработки'|'Предпечатная подготовка'|'2'|'9391'
'138304'|'144925'|'Бумама для печати'|''|'3'|'615'
'138305'|'138263'|'Радиокомпании'|'Радиостанции'|'2'|'3038'
'138306'|'144935'|'Телевещание'|''|'3'|'162'
'138307'|'0'|'Туристические, спортивные товары и услуги'|''|'1'|'13'
'138308'|'138307'|'Туристистические базы'|'Базы отдыха'|'2'|'5240'
'138309'|'138307'|'Спортивные клубы для профессионалов'|'Профессиональные спортивные клубы'|'2'|'1142'
'138310'|'138307'|'Гостиничное размещение'|'Гостиницы'|'2'|'20108'
'138311'|'138307'|'Туристические операторы'|'Туроператоры'|'2'|'7513'
'138312'|'138307'|'Школы танцев'|'Танцевальные школы'|'2'|'5900'
'138313'|'138307'|'Продажа и аренда велосипедов'|'Велосипеды'|'2'|'7365'
'138314'|'138307'|'Магазины спортивного инвентаря'|'Спортивный инвентарь'|'2'|'15063'
'138315'|'138307'|'Оборудование для занятий спортом'|'Спортивное оборудование'|'2'|'5903'
'138316'|'138307'|'Прокат и продажа лодок, катеров'|'Лодки, катера'|'2'|'1789'
'138317'|'144944'|'Школы по видам спорта'|'Спортивные школы'|'3'|'6446'
'138318'|'138307'|'Одежда и обувь для занятий спортом'|'Спортивная одежда, обувь'|'2'|'16405'
'138319'|'144941'|'Туристическиое снаряжение'|'Снаряжение для туризма и отдыха'|'3'|'13412'
'138320'|'138307'|'Крытые бассейны'|'Бассейны'|'2'|'3124'
'138321'|'138307'|'Оружие и аксессуары для охотников'|'Охотничьи принадлежности, оружие'|'2'|'1484'
'138322'|'144940'|'Услуги проката спортивного инвентаря'|'Прокат спортивного инвентаря'|'3'|'2755'
'138323'|'138307'|'Оздоровительные лагеря'|'Детские лагеря'|'2'|'2189'
'138324'|'138307'|'Турагентства'|'Туристические агентства'|'2'|'50794'
'138325'|'144941'|'Принадлежности для рыбалки'|'Рыболовные принадлежности'|'3'|'4803'
'138326'|'144942'|'Услуги спортивно-технических клубов'|'Спортивно-технические клубы'|'3'|'707'
'138327'|'138307'|'Бюро поиска квартир'|'Квартирные бюро'|'2'|'3601'
'138328'|'138307'|'Йога-центры'|'Центры йоги'|'2'|'5141'
'138329'|'138307'|'Комнаты в гостевом доме'|'Гостевые дома'|'2'|'2861'
'138330'|'138307'|'Товары спортивно-наградного профиля'|'Спортивно-наградная продукция'|'2'|'584'
'138331'|'144938'|'Центры картинга, мотоспорта'|'Картинг, мотоцентры'|'3'|'178'
'138332'|'138307'|'Корты и теннисные клубы'|'Теннисные клубы, корты'|'2'|'769'
'138333'|'138307'|'Секции для занятий спортом'|'Спортивные секции'|'2'|'21353'
'138334'|'144942'|'Шахматные клубы'|'Спортивно-интеллектуальные клубы'|'3'|'913'
'138335'|'144937'|'Клубы авиации'|''|'3'|'256'
'138336'|'138307'|'Оборудование и аксессуары для спорта и развлечений'|'Спортивно-развлекательное оборудование, аксессуары'|'2'|'1198'
'138337'|'138307'|'Веллнесс-услуги'|'Велнес-залы'|'2'|'1128'
'138338'|'144944'|'Профильные федерации спорта'|'Федерации спорта'|'3'|'3606'
'138339'|'138307'|'Обслуживание велосипедов'|'Ремонт велосипедов'|'2'|'320'
'138340'|'138307'|'Катки и ледовые дворцы спорта'|'Ледовые дворцы, катки'|'2'|'1045'
'138341'|'138307'|'Клубы для занятий фитнесом'|'Фитнес-клубы'|'2'|'15097'
'138342'|'138307'|'Оборудование и аксессуары для игр'|'Детское игровое оборудование, аксессуары'|'2'|'3881'
'138343'|'138307'|'Стадион'|'Стадионы'|'2'|'926'
'138344'|'138307'|'Залы для занятий спортом'|'Тренажёрные залы'|'2'|'10087'
'138345'|'138307'|'Конный спорт'|'Конные клубы, ипподромы'|'2'|'940'
'138346'|'144938'|'Клубы гольфа'|'Гольф-клубы'|'3'|'92'
'138347'|'144939'|'Горнолыжный спорт'|''|'3'|'207'
'138348'|'144943'|'Продажа спортивного питания'|''|'3'|'2779'
'138349'|'138307'|'Юношеские военно-патриотические организации'|'Военно-патриотические клубы'|'2'|'416'
'138350'|'0'|'Материалы для строительства и отделки'|'Строительные, отделочные материалы'|'1'|'54'
'138351'|'138350'|'Детали для дверей'|'Комплектующие для дверей'|'2'|'9330'
'138352'|'144955'|'Продажа гранита и мрамора'|''|'3'|'337'
'138353'|'144959'|'Продажа окон'|''|'3'|'29196'
'138354'|'144954'|'Продажа межкомнатных дверей'|''|'3'|'20632'
'138355'|'138350'|'Покрытия и элементы для декора'|'Декоративные элементы, покрытия'|'2'|'13129'
'138356'|'144953'|'Магазины стройматериалов'|'Магазины строительных материалов'|'3'|'4128'
'138357'|'138350'|'Двери входные'|'Входные двери'|'2'|'40730'
'138358'|'144953'|'Магазины товаров для отделки'|'Магазины отделочных материалов'|'3'|'4509'
'138359'|'138350'|'Техника для производства стройматериалов'|'Оборудование для производства строительных материалов'|'2'|'877'
'138360'|'138350'|'Строительные растворы, бетон'|'Бетон, раствор'|'2'|'9409'
'138361'|'138350'|'Камень для облицовки'|'Облицовочный камень'|'2'|'8393'
'138362'|'144945'|'Продажа автоматических ворот и дверей'|''|'3'|'5647'
'138363'|'138350'|'Ограждения и заборы'|'Заборы, ограждения'|'2'|'12155'
'138364'|'144961'|'Продажа песка и щебня'|''|'3'|'4672'
'138365'|'144946'|'Клеевая продуция, герметики'|''|'3'|'4623'
'138366'|'138350'|'Краски порошковые'|'Порошковые краски'|'2'|'782'
'138367'|'144948'|'Замочная, скобяная продукция'|''|'3'|'2197'
'138368'|'138350'|'Сухие смеси для строительства'|'Сухие строительные смеси'|'2'|'26994'
'138369'|'138350'|'материалы для строительства дорог'|''|'2'|'2051'
'138370'|'144949'|'Материалы для звукоизоляции'|''|'3'|'1774'
'138371'|'144958'|'Материалы и конструкции для отделки фасадов'|'Фасадные материалы, конструкции'|'3'|'19105'
'138372'|'138350'|'Продажа сэндвич-панелей'|'Сэндвич-панели'|'2'|'4369'
'138373'|'138350'|'Строительные металлоконструкции'|'Металлоконструкции для строительства зданий, сооружений'|'2'|'14315'
'138374'|'144962'|'Продажа леса, пиломатериалов'|'Пиломатериалы'|'3'|'7336'
'138375'|'138350'|'Изделия из железобетона'|'Железобетонные изделия'|'2'|'9680'
'138376'|'138350'|'Материалы для кровли'|'Кровельные материалы'|'2'|'24592'
'138377'|'138350'|'Лаки, краски'|'Лакокрасочные материалы'|'2'|'27329'
'138378'|'144956'|'Продажа напольных покрытий и комплектующих'|''|'3'|'9826'
'138379'|'138350'|'Продажа стекла и зеркал'|'Стекло, зеркала'|'2'|'6410'
'138380'|'138350'|'Материалы для теплоизоляции'|'Теплоизоляционные материалы'|'2'|'22752'
'138381'|'144963'|'Водоотведение'|''|'3'|'1071'
'138382'|'144958'|'Огнеупорная продукция'|'Огнеупорные материалы, изделия'|'3'|'539'
'138383'|'138350'|'Продажа тротуарной плитки'|'Тротуарная плитка'|'2'|'7908'
'138384'|'138350'|'Детали для окон'|'Комплектующие для окон'|'2'|'9604'
'138385'|'144960'|'Продажа поликарбоната и оргстекла'|''|'3'|'1143'
'138386'|'138350'|'Панели для отделки стен'|'Стеновые панели'|'2'|'6502'
'138387'|'144962'|'Погонаж'|'Погонажные изделия'|'3'|'8237'
'138388'|'144947'|'Продажа фанеры, ДВП, ДСП'|'Дсп, двп, фанера'|'3'|'7573'
'138389'|'138350'|'Продажа систем перегородок'|'Системы перегородок'|'2'|'9744'
'138390'|'138350'|'Крепеж'|'Крепёжные изделия'|'2'|'22494'
'138391'|'138350'|'Потолки'|'Продажа, монтаж потолков'|'2'|'11919'
'138392'|'144952'|'Продажа кирпича, шлакоблоков, бетоноблоков'|'Кирпич, бетоноблоки, шлакоблоки'|'3'|'3722'
'138393'|'144957'|'Продажа обоев'|''|'3'|'6916'
'138394'|'144950'|'Витражи, мозаика'|''|'3'|'1296'
'138395'|'138350'|'Продажа керамогранита'|'Керамогранит'|'2'|'6833'
'138396'|'144947'|'Гипсокартонные листы и комплектующие'|'Гипсокартон, комплектующие'|'3'|'8200'
'138397'|'144951'|'Кафельная, керамическая плитка'|''|'3'|'5663'
'138398'|'138350'|'Материалы для гидроизоляции'|'Гидроизоляционные материалы'|'2'|'9642'
'138399'|'0'|'Строительно-ремонтные организации, риэлторы'|''|'1'|'58'
'138400'|'138399'|'Биотуалеты'|'Продажа, аренда, обслуживание биотуалетов'|'2'|'208'
'138401'|'138399'|'Услуги по остеклению лоджий и балконов'|'Остекление балконов, лоджий'|'2'|'11273'
'138402'|'144977'|'Продажа квартир в новостройках'|''|'3'|'34208'
'138403'|'144966'|'Услуги бурения'|''|'3'|'2813'
'138404'|'138399'|'Бизнес-центры, коммерческая недвижимость'|'Бизнес-центры'|'2'|'8680'
'138405'|'144969'|'Организация взрывных работ'|''|'3'|'100'
'138406'|'144967'|'Строительство быстровозводимых сооружений'|''|'3'|'4538'
'138407'|'138399'|'Сваебойные работы'|'Свайные работы'|'2'|'2258'
'138408'|'144965'|'Обработка металла против коррозии'|''|'3'|'1263'
'138409'|'144988'|'Обустройство систем газоснабжения'|''|'3'|'1941'
'138410'|'144984'|'Услуги постройки АЗС и АГЗС'|''|'3'|'304'
'138411'|'138399'|'Разработка инженерных систем'|'Проектирование инженерных систем'|'2'|'14683'
'138412'|'138399'|'Услуги автоматизации инженерных систем'|'Автоматизация инженерных систем'|'2'|'4149'
'138413'|'138399'|'Наливные и промышленные полы'|'Услуги по устройству промышленных, наливных полов'|'2'|'2998'
'138414'|'138399'|'Обработка древесины'|'Деревообработка'|'2'|'4085'
'138415'|'144991'|'Прокладка инженерных сетей'|''|'3'|'3421'
'138416'|'144976'|'Установка инженерных систем'|'Монтаж систем отопления, водоснабжения, канализации'|'3'|'11395'
'138417'|'138399'|'Услуги промышленного строительства'|'Промышленное строительство'|'2'|'12699'
'138418'|'138399'|'Услуги строительства административных зданий'|'Строительство административных зданий'|'2'|'14586'
'138419'|'144993'|'Экспертиза зданий и сооружений'|'Техническая экспертиза зданий и сооружений'|'3'|'6121'
'138420'|'144973'|'Инжиниринг'|''|'3'|'3505'
'138421'|'144976'|'Установка климатических систем'|'Монтаж климатических систем'|'3'|'13988'
'138422'|'138399'|'Оборудование для гидромассажа'|'Гидромассажное оборудование'|'2'|'2476'
'138423'|'138399'|'Капитальный ремонт и реконструкция'|'Реконструкция и капремонт зданий'|'2'|'9841'
'138424'|'138399'|'Услуги аренды помещений'|'Аренда помещений'|'2'|'13408'
'138425'|'144971'|'Организация геофизических работ'|'Геофизические работы'|'3'|'951'
'138426'|'138399'|'Инженерные системы'|'Системы отопления, водоснабжения, канализации'|'2'|'34379'
'138427'|'144971'|'Организация геодезических работ'|'Геодезические работы'|'3'|'9528'
'138428'|'144978'|'Очистительное оборудование для воды'|''|'3'|'6542'
'138429'|'138399'|'Услуги интерьерного дизайна'|'Дизайн интерьеров'|'2'|'17018'
'138430'|'144985'|'Гаражное строительство'|'Строительство гаражей'|'3'|'3630'
'138431'|'144985'|'Дачное строительство'|'Строительство дач, коттеджей'|'3'|'31300'
'138432'|'144985'|'Услуги строительства бань и саун'|'Строительство бань, саун'|'3'|'11797'
'138433'|'138399'|'Сантехническое оборудование'|'Сантехника, санфаянс'|'2'|'29672'
'138434'|'144990'|'Дорожное строительство'|''|'3'|'3198'
'138435'|'138399'|'Строительство домов'|'Жилищное строительство'|'2'|'10865'
'138436'|'138399'|'Услуги архитектурного проектирования'|'Архитектурно-строительное проектирование'|'2'|'22357'
'138437'|'144975'|'Ландшафтный дизайн'|''|'3'|'4600'
'138438'|'138399'|'Услуги агентств недвижимости'|'Агентства недвижимости'|'2'|'47637'
'138439'|'144981'|'Отделка и ремонт'|'Ремонт, отделка помещений'|'3'|'37077'
'138440'|'138399'|'Услуги по электромонтажу'|'Электромонтажные работы'|'2'|'25648'
'138441'|'144968'|'БТИ'|''|'3'|'989'
'138442'|'138399'|'Тонировка стекол зданий'|'Тонирование стёкол зданий, конструкций'|'2'|'727'
'138443'|'144980'|'Услуги ремонта окон'|''|'3'|'2530'
'138444'|'144971'|'Организация геологических работ'|'Геологические работы'|'3'|'3671'
'138445'|'144972'|'Земельно-кадастровые услуги'|'Земельно-кадастровые работы'|'3'|'6487'
'138446'|'144995'|'Экологические услуги'|''|'3'|'905'
'138447'|'138399'|'Порошковое полимерное покрытие'|'Полимерная порошковая окраска'|'2'|'2479'
'138448'|'144979'|'Продажа земли, частных домов'|''|'3'|'723'
'138449'|'144996'|'Электроизмерительные услуги'|''|'3'|'857'
'138450'|'138399'|'Изыскательные работы и лесоустройство'|''|'2'|'39'
'138451'|'144981'|'Монтаж напольных покрытий'|'Ремонт, укладка напольных покрытий'|'3'|'1467'
'138452'|'144974'|'Организация кровельных работ'|''|'3'|'8372'
'138453'|'144994'|'Фасадные услуги'|''|'3'|'7970'
'138454'|'144970'|'Организация высотных работ'|''|'3'|'1880'
'138455'|'144964'|'Услуги алмазного бурения и резки'|''|'3'|'762'
'138456'|'138399'|'Недвижимость за рубежом'|'Продажа, аренда недвижимости за рубежом'|'2'|'1998'
'138457'|'144987'|'Возведение мостов, путепроводов, тоннелей'|''|'3'|'476'
'138458'|'144989'|'Услуги строительства и обслуживания электросетей'|''|'3'|'1340'
'138459'|'144972'|'Рытье траншей, котлованов'|'Земляные работы'|'3'|'1431'
