'id'|'parent_id'|'name'|'original'|'level'|'count'
'137692'|'144616'|'Консультации по телефону'|''|'3'|'96'
'137693'|'144614'|'Спасательные службы'|''|'3'|'296'
'137694'|'144618'|'Услуги эвакуирования автомобилей'|''|'3'|'4061'
'137695'|'144613'|'Неотложная медицинская служба'|''|'3'|'775'
'137696'|'144611'|'Устранение аварийных ситуаций'|''|'3'|'1342'
'137697'|'144615'|'Услуги справки'|''|'3'|'934'
'137698'|'144609'|'Экстренные службы'|'Службы экстренного вызова'|'2'|'955'
'137699'|'144612'|'Противодействие пожарам'|''|'3'|'1399'
'137700'|'144617'|'Устранение чрезвычайных ситуаций'|''|'3'|'487'
'137702'|'144644'|'Сход-развал'|''|'3'|'4268'
'137703'|'144651'|'Обслуживание кондиционеров'|''|'3'|'2269'
'137704'|'144652'|'Специальное оборудование для авто'|''|'3'|'2592'
'137705'|'144620'|'Автозаправки'|'Автозаправочные станции (азс)'|'3'|'8229'
'137706'|'144625'|'Мойка автомобилей'|''|'3'|'16315'
'137707'|'144634'|'Обработка авто против ржавчины'|''|'3'|'904'
'137708'|'144629'|'Обслуживание автостекол'|'Установка, ремонт автостёкол'|'3'|'6237'
'137709'|'144627'|'Сервисное обслуживание'|''|'3'|'16277'
'137710'|'144654'|'Замена шин'|''|'3'|'23445'
'137711'|'144610'|'Ремонт ходовой'|'Ремонт ходовой части автомобиля'|'2'|'43794'
'137712'|'144646'|'Обслуживание двигателей на дизеле'|'Ремонт дизельных двигателей'|'3'|'14850'
'137713'|'144646'|'Обслуживание двигателей на бензине'|'Ремонт бензиновых двигателей'|'3'|'32178'
'137714'|'144645'|'Починка электрики'|''|'3'|'13099'
'137715'|'144610'|'Ремонт кузова'|'Кузовной ремонт'|'2'|'29669'
'137716'|'144610'|'Техосмотр'|'Технический осмотр транспорта'|'2'|'6154'
'137717'|'144641'|'Сельскохозяйственные детали'|''|'3'|'3231'
'137718'|'144648'|'Карбюраторный ремонт'|''|'3'|'2632'
'137719'|'144610'|'Обслуживание спецавтотехники'|'Ремонт спецавтотехники'|'2'|'3034'
'137720'|'144623'|'Запчасти на отечественное авто'|''|'3'|'15336'
'137721'|'144621'|'Грузовые запчасти'|''|'3'|'11059'
'137722'|'144650'|'Ремонт электроники в авто'|''|'3'|'2910'
'137723'|'144633'|'Краски для авто'|''|'3'|'2650'
'137724'|'144639'|'Детали на спецавтотехнику'|''|'3'|'5061'
'137725'|'144622'|'Запчасти на иномарки'|''|'3'|'32763'
'137726'|'144637'|'Газификация транспорта'|''|'3'|'1093'
'137727'|'144653'|'Тонировка'|''|'3'|'4411'
'137728'|'144636'|'Улучшение характеристик авто'|'Тюнинг'|'3'|'13072'
'137729'|'144619'|'Принадлежности для автомобилей'|''|'3'|'17422'
'137730'|'144631'|'Средства и масла для автомобиля'|''|'3'|'17334'
'137731'|'144624'|'Акустика для автомобилей'|''|'3'|'4125'
'137732'|'144628'|'Автомобильные сигнализации'|''|'3'|'5507'
'137733'|'144610'|'Ремонт мотоциклов'|'Ремонт мототехники'|'2'|'784'
'137734'|'144647'|'Обслуживание грузовиков'|''|'3'|'3877'
'137735'|'144632'|'Резина и диски для авто'|''|'3'|'7492'
'137736'|'144629'|'Стекло для автомобиля'|'Автостекло'|'3'|'6217'
'137737'|'144635'|'Автоматическая замена масла'|''|'3'|'5821'
'137738'|'144610'|'Ремонт коробки передач'|''|'2'|'4048'
'137739'|'144630'|'Стоянки для авто'|''|'3'|'9807'
'137740'|'144610'|'Аккумуляторы для автомобилей'|'Автомобильные аккумуляторы'|'2'|'14743'
'137741'|'144642'|'Б/у детали контрактные'|''|'3'|'4492'
'137742'|'144626'|'Б/у запчасти'|''|'3'|'1361'
'137743'|'144643'|'Изготовление чехлов'|''|'3'|'292'
'137744'|'0'|'Администрация города'|'Городская администрация'|'1'|'0'
'137745'|'144664'|'Дома малютки'|''|'3'|'149'
'137746'|'144691'|'Ветеринарные службы'|'Отделы ветеринарно-санитарного контроля'|'3'|'649'
'137747'|'144660'|'Служба метеорологии'|''|'3'|'131'
'137748'|'144666'|'Органы власти'|''|'3'|'510'
'137749'|'144672'|'Служба пенсионных выплат и пособий'|''|'3'|'44'
'137750'|'144691'|'Надзорные государственные службы'|'Органы государственного надзора'|'3'|'1947'
'137751'|'144681'|'ФМС'|''|'3'|'1336'
'137752'|'144685'|'Органы военного управления'|''|'3'|'79'
'137753'|'144667'|'Организация выборов'|''|'3'|'476'
'137754'|'137744'|'Приемная депутата'|'Приёмные депутатов'|'2'|'1827'
'137755'|'144659'|'Благотворительные организации'|''|'3'|'1357'
'137756'|'144695'|'Судебные приставы'|''|'3'|'589'
'137757'|'144596'|'Природоохранные организации'|'Организации природоохраны'|'2'|'3070'
'137758'|'144596'|'Судмедэксперты'|'Судебная экспертиза'|'2'|'5491'
'137759'|'144687'|'Надзорные инспекции'|''|'3'|'1018'
'137760'|'144689'|'Органы налоговой службы'|''|'3'|'641'
'137761'|'144684'|'Учетно-призывные органы'|''|'3'|'540'
'137762'|'144665'|'Органы регистрации гражданского состояния'|''|'3'|'584'
'137763'|'144682'|'Государственные органы управления'|''|'3'|'3571'
'137764'|'144686'|'Временные органы для изоляции правонарушителей'|''|'3'|'138'
'137765'|'144675'|'Представительные органы субъектов федерации'|'Представительства субъектов рф'|'3'|'139'
'137766'|'144692'|'Полицейские отделения'|''|'3'|'1225'
'137767'|'144690'|'Отделы и управления МВД'|''|'3'|'1132'
'137768'|'144596'|'Участковые полицейские пункты'|'Участковые пункты полиции'|'2'|'7849'
'137769'|'144669'|'Многофункциональные центры'|''|'3'|'369'
'137770'|'144657'|'Органы управления города'|'Администрация города, городского округа'|'3'|'3086'
'137771'|'144696'|'Органы правосудия'|''|'3'|'3178'
'137772'|'144670'|'Заведения для бездомных'|''|'3'|'12'
'137773'|'144596'|'Органы ГИБДД'|'Гибдд'|'2'|'1522'
'137774'|'144674'|'Организации в сфере политики'|''|'3'|'1038'
'137775'|'144683'|'Фонд ОМС'|'Фонд обязательного медицинского страхования'|'3'|'460'
'137776'|'144694'|'Следственные органы'|''|'3'|'576'
'137777'|'144661'|'Архивные государственные организации'|''|'3'|'524'
'137778'|'144683'|'Социальное страхование граждан'|'Фонды социального страхования'|'3'|'723'
'137779'|'144688'|'Тюрьмы'|''|'3'|'246'
'137780'|'144656'|'Администрации районов города'|'Администрации районов, округов городской власти'|'3'|'4013'
'137781'|'144679'|'Органы социальной защиты'|''|'3'|'2916'
'137782'|'144596'|'Таможенные органы'|'Таможня'|'2'|'494'
'137783'|'144673'|'Пенсионный фонд РФ'|''|'3'|'927'
'137784'|'144680'|'Казначейские органы'|''|'3'|'380'
'137785'|'144663'|'Социальные организации для пенсионеров'|''|'3'|'398'
'137786'|'144693'|'Прокуратуры'|''|'3'|'888'
'137787'|'144675'|'Дипломатические организации'|'Посольства, консульства'|'3'|'342'
'137788'|'144678'|'Биржи труда'|''|'3'|'575'
'137789'|'144671'|'Общественные объединения граждан'|''|'3'|'11503'
'137790'|'144662'|'Социальные организации для детей'|''|'3'|'457'
'137791'|'137744'|'Нотариальные органы'|'Нотариальные палаты'|'2'|'137'
'137792'|'144677'|'Приемные организаций по защите прав человека'|''|'3'|'58'
'137793'|'144676'|'Федеральные органы управления'|''|'3'|'2473'
'137794'|'0'|'Развлечения и досуг'|''|'1'|'10'
'137795'|'137794'|'Районные дома культуры'|'Дома, дворцы культуры'|'2'|'3658'
'137796'|'144721'|'Рестораны японской кухни'|''|'3'|'3164'
'137797'|'144718'|'Заведения общественного питания'|''|'3'|'35545'
'137798'|'144705'|'Музей морской природы'|''|'3'|'19'
'137799'|'137794'|'Билеты на развлекательные мероприятия'|'Продажа билетов на спортивные, культурно-развлекательные мероприятия'|'2'|'2713'
'137800'|'137794'|'Лотерейные билеты'|'Продажа лотерейных билетов'|'2'|'2234'
'137801'|'144712'|'Оформление праздников'|'Услуги праздничного оформления'|'3'|'15835'
'137802'|'144711'|'Тиры, клубы для стрелков'|''|'3'|'550'
'137803'|'144698'|'Аттракционы и аквапарки'|''|'3'|'84'
'137804'|'144717'|'Организация банкетов на выезде'|''|'3'|'2438'
'137805'|'137794'|'Центры дайвинга'|'Дайвинг-центры'|'2'|'613'
'137806'|'137794'|'Заказ театральных и концентрых мероприятий'|'Организация театральных, концертных мероприятий'|'2'|'1526'
'137807'|'137794'|'Боулинг-клубы'|'Боулинг'|'2'|'998'
'137808'|'144709'|'Спортивно-тактические организации'|''|'3'|'1399'
'137809'|'137794'|'Клубы детского творчества'|'Детские, подростковые клубы'|'2'|'16715'
'137810'|'144706'|'Экскурсионные организации'|''|'3'|'2067'
'137811'|'144708'|'Выставка живых бабочек'|''|'3'|'20'
'137812'|'144701'|'Сад деревьев'|''|'3'|'7'
'137813'|'137794'|'Проведение праздников'|'Организация и проведение праздников'|'2'|'17561'
'137814'|'144719'|'Заведения фаст-фуда'|''|'3'|'9601'
'137815'|'137794'|'Зоопарки'|'Зоопарк'|'2'|'578'
'137816'|'137794'|'Парки'|'Парки культуры и отдыха'|'2'|'732'
'137817'|'144699'|'Залы для бильярда'|''|'3'|'2237'
'137818'|'144700'|'Лотереи и ставки на спорт'|''|'3'|'2066'
'137819'|'137794'|'Фейерверки'|'Салюты'|'2'|'4076'
'137820'|'144597'|'Кофейни и кондитерские'|'Кафе-кондитерские, кофейни'|'2'|'12005'
'137821'|'144712'|'Фотосъемка, видеосъемка с выездом'|'Услуги фото, видеосъёмки на выезде'|'3'|'5840'
'137822'|'137794'|'Игротеки для детей'|'Детские игротеки'|'2'|'973'
'137823'|'144714'|'Питейные заведения'|''|'3'|'12993'
'137824'|'144702'|'Клубы для караоке'|'Караоке-клубы'|'3'|'454'
'137825'|'144703'|'Показ кинофильмов, кинопрокат'|''|'3'|'1252'
'137826'|'144710'|'Столовые, общественное питание'|''|'3'|'6179'
'137827'|'144597'|'Залы для проведения банкетов'|'Банкетные залы'|'2'|'7683'
'137828'|'144715'|'Кулинарные лавки'|''|'3'|'2576'
'137829'|'144704'|'Клубы для ночного досуга'|''|'3'|'2658'
'137830'|'144707'|'Пабы, точки по продаже алкогольных напитков на вынос'|''|'3'|'87'
'137831'|'144716'|'Еда с доставкой'|'Доставка готовых блюд'|'3'|'29588'
'137832'|'137794'|'Общественные бани и сауны'|'Бани, сауны'|'2'|'17842'
'137833'|'144713'|'Цирковые представления'|''|'3'|'66'
'137834'|'144720'|'Рестораны, заведения общественного питания'|''|'3'|'13642'
'137835'|'137794'|'Творческие объединения'|'Творческие коллективы'|'2'|'3678'
'137836'|'137794'|'Ботанические сады'|'Ботанический сад'|'2'|'43'
'137837'|'144722'|'Продажа свежевыжатых соков, кислородных коктейлей'|''|'3'|'467'
'137838'|'0'|'Инфоркоммуникационные технологии, интернет'|''|'1'|'18'
'137839'|'144733'|'Установка и сервис антенного оборудования'|''|'3'|'1378'
'137840'|'137838'|'Провайдеры кабельного телевидения'|'Операторы кабельного телевидения'|'2'|'7539'
'137841'|'144723'|'Интернет-телефония'|''|'3'|'2589'
'137842'|'137838'|'Продажа телефонов и радиотелефонов'|'Телефоны, радиотелефоны'|'2'|'6820'
'137843'|'137838'|'Услуги в области информационной безопасности'|'Информационная безопасность'|'2'|'3571'
'137844'|'137838'|'Продукция компании Upgsm'|''|'2'|'1'
'137845'|'144734'|'Оборудование для навигации'|''|'3'|'4604'
'137846'|'144724'|'Услуги по автоматизации торговых процессов'|'Автоматизация торговли'|'3'|'5367'
'137847'|'144744'|'Ремонт мобильных телефонов'|''|'3'|'13966'
'137848'|'144725'|'Продажа аксессуаров к телефонам'|''|'3'|'24727'
'137849'|'144724'|'Услуги по автоматизации бизнес-процессов'|'Автоматизация бизнес-процессов'|'3'|'12058'
'137850'|'137838'|'Антенны и сопутствующее оборудование'|'Антенное оборудование'|'2'|'7629'
'137851'|'144727'|'Информационные ресурсы города'|''|'3'|'1894'
'137852'|'144724'|'Услуги по автоматизации промышленности'|'Автоматизация производственных процессов'|'3'|'7013'
'137853'|'144741'|'Программное обеспечение'|''|'3'|'7833'
'137854'|'137838'|'Создание и продвижение сайтов'|'Разработка, поддержка, продвижение web-сайтов'|'2'|'20126'
'137855'|'144730'|'Интернет-кафе'|''|'3'|'864'
'137856'|'137838'|'Телефонная связь'|'Услуги телефонной связи'|'2'|'7549'
'137857'|'144739'|'Поисковые сервисы интернета'|''|'3'|'61'
'137858'|'137838'|'Федеральные информационные ресурсы'|'Государственные информационные сайты'|'2'|'33'
'137859'|'144746'|'Мониторинг движения транспорта'|''|'3'|'1353'
'137860'|'144726'|'Программы для бухгалтерии'|'Бухгалтерские программы'|'3'|'6956'
'137861'|'137838'|'Продажа средств радиосвязи'|'Средства радиосвязи'|'2'|'2165'
'137862'|'144731'|'Продажа мобильных телефонов'|''|'3'|'28892'
'137863'|'144747'|'Разработка и установка объектов связи'|''|'3'|'1312'
'137864'|'144728'|'Провайдеры интернета'|''|'3'|'8078'
'137865'|'144745'|'Объявления онлайн'|''|'3'|'305'
'137866'|'144737'|'Офисные телефонные станции'|''|'3'|'1346'
'137867'|'137838'|'Услуги хостинга'|'Хостинг'|'2'|'3660'
'137868'|'144726'|'Справочно-правовые системы'|'Правовые программы'|'3'|'1428'
'137869'|'144732'|'Прокладка телефонных сетей'|''|'3'|'1548'
'137870'|'144729'|'Оборудование для связи'|''|'3'|'1354'
'137871'|'137838'|'Средства спутниковой связи'|'Спутниковая связь'|'2'|'1176'
'137872'|'144740'|'Отделения почты'|''|'3'|'6259'
'137873'|'144735'|'Провайдеры сотовой связи'|''|'3'|'7690'
'137874'|'0'|'Коммунальные и бытовые услуги'|''|'1'|'10'
'137875'|'144754'|'Дубликаты ключей'|''|'3'|'7806'
'137876'|'137874'|'Услуги химчистки'|'Химчистки одежды, текстиля'|'2'|'5523'
'137877'|'144749'|'Пошив одежды из трикотажа'|''|'3'|'2447'
'137878'|'144598'|'Организация кремирования, крематории'|'Крематории'|'2'|'85'
'137879'|'144765'|'Услуги чистки и реставрации изделий из перьев и пуха'|''|'3'|'1401'
'137880'|'144756'|'Оплата коммунальных услуг, связи'|''|'3'|'3093'
'137881'|'144753'|'Услуги ЖКХ'|'Жилищно-коммунальные услуги'|'3'|'34839'
'137882'|'137874'|'Клининговые услуги'|'Профессиональная уборка'|'2'|'9841'
'137883'|'137874'|'Тепловые энергостанции'|'Теплоэнергоснабжение, тэц'|'2'|'3242'
'137884'|'137874'|'Аренда комнат, общежития'|'Общежития'|'2'|'3487'
'137885'|'144788'|'Похоронные агентства'|''|'3'|'3177'
'137886'|'144598'|'Принадлежности для погребения, памятники'|'Памятники, ритуальные принадлежности'|'2'|'12389'
'137887'|'144748'|'Пошив одежды из кожи и меха'|''|'3'|'6993'
'137888'|'144750'|'Пошив одежды'|''|'3'|'19699'
'137889'|'137874'|'Персонал для дома'|'Домашний персонал'|'2'|'1510'
'137890'|'144759'|'Агентства знакомств'|''|'3'|'644'
'137891'|'144755'|'Лифты, подъемно-пассажирские устройства'|''|'3'|'1088'
'137892'|'144751'|'Обустройство улиц, поддержание порядка'|''|'3'|'2178'
'137893'|'137874'|'Регистрация граждан'|'Центры регистрации граждан'|'2'|'293'
'137894'|'137874'|'Мелкий ремонт одежды, ателье'|'Мастерские, киоски по ремонту одежды'|'2'|'14773'
'137895'|'137874'|'Ассенизационные услуги'|'Обслуживание канализационных систем, выгребных ям'|'2'|'272'
'137896'|'137874'|'Услуги хранения шуб и меховых изделий'|'Хранение меховых изделий'|'2'|'160'
'137897'|'137874'|'Стирка белья, прачечная'|'Прачечные'|'2'|'11778'
'137898'|'144764'|'Центры фотографии'|''|'3'|'9824'
'137899'|'144752'|'Борьба с вредителями, насекомыми, инфекциями'|''|'3'|'1226'
'137900'|'144760'|'Сервис тепловых сетей'|''|'3'|'711'
'137901'|'144757'|'Киоски по ремонту очков'|''|'3'|'1419'
'137902'|'144758'|'Киоски по ремонту часов'|''|'3'|'3338'
'137903'|'144598'|'Места погребения, кладбища'|'Кладбища'|'2'|'726'
'137904'|'144763'|'Фотографии для документов'|''|'3'|'10430'
'137905'|'0'|'Компьютерная, бытовая техника, оргтехника'|'Компьютеры, бытовая техника, офисная техника'|'1'|'23'
'137906'|'144775'|'Товары для фотографов'|''|'3'|'9007'
'137907'|'144772'|'Продажа расходных материалов для офиса'|''|'3'|'6525'
'137908'|'137905'|'Продажа музыкальных инструментов и аксессуаров'|'Музыкальные инструменты, аксессуары'|'2'|'2165'
'137909'|'137905'|'Установка компьютерных сетей'|'Монтаж компьютерных сетей'|'2'|'9243'
'137910'|'137905'|'Оборудование для сетей'|'Сетевое оборудование'|'2'|'6770'
'137911'|'137905'|'Ремонт аудиовизуальной техники'|'Ремонт аудио, видео, цифровой техники'|'2'|'12137'
'137912'|'137905'|'Системное администрирование'|'Услуги системного администрирования'|'2'|'13609'
'137913'|'144767'|'Продажа аудио-, видеотехники'|''|'3'|'8096'
'137914'|'144766'|'Компакт-диски'|''|'3'|'4314'
'137915'|'137905'|'Продажа бытовой техники'|'Бытовая техника'|'2'|'24710'
'137916'|'144773'|'Обслуживание бытовой техники'|''|'3'|'5284'
'137917'|'144770'|'Услуги модернизации компьютеров'|''|'3'|'2675'
'137918'|'144769'|'Компьютерная техника'|''|'3'|'17285'
'137919'|'144771'|'Кулеры для воды'|'Продажа кулеров для воды'|'3'|'2410'
'137920'|'137905'|'Техника для офиса'|'Оргтехника'|'2'|'16746'
'137921'|'144774'|'Компьютерный сервис'|'Ремонт компьютеров'|'3'|'42225'
'137922'|'144768'|'Услуги заправки картриджей  принтера'|''|'3'|'8395'
'137923'|'144774'|'Оргтехника'|'Ремонт оргтехники'|'3'|'16631'
'137924'|'144771'|'Кофемашины'|'Продажа, аренда, ремонт кофемашин'|'3'|'654'
'137925'|'0'|'Культурные организации, искусство'|''|'1'|'1'
'137926'|'144598'|'Церковные приходы'|'Приходы'|'2'|'754'
'137927'|'144783'|'Мечети, медресе'|''|'3'|'286'
'137928'|'144778'|'Музейные организации'|''|'3'|'2270'
'137929'|'144777'|'Оркестры'|''|'3'|'94'
'137930'|'144786'|'Товары для богослужений'|'Религиозные товары'|'3'|'4005'
'137931'|'144780'|'Картинные галереи, выставки'|''|'3'|'849'
'137932'|'144787'|'Церкви, соборы, храмы'|''|'3'|'3036'
'137933'|'144782'|'Театры, актерские мастерские'|'Театры'|'3'|'1714'
'137934'|'144785'|'Службы организации паломничеств'|''|'3'|'70'
'137935'|'137925'|'Планетарии'|'Планетарий'|'2'|'130'
'137936'|'144598'|'Синагоги'|'Синагога'|'2'|'62'
'137937'|'144598'|'Православные монастыри'|'Монастыри'|'2'|'353'
'137938'|'137925'|'Продажа антиквариата'|'Антиквариат'|'2'|'3388'
'137939'|'144776'|'Библиотеки, книги'|''|'3'|'4674'
'137940'|'144598'|'Воскресные школы для детей'|'Воскресные школы'|'2'|'752'
'137941'|'144781'|'Товары и материалы для художников'|''|'3'|'1765'
'137942'|'137925'|'Мастерские художников'|'Художественные мастерские'|'2'|'7741'
'137943'|'144784'|'Семинарии, духовные образовательные учреждения'|''|'3'|'146'
'137944'|'144598'|'Православные часовни'|'Часовни'|'2'|'855'
'137945'|'144779'|'Студия киносъемки'|''|'3'|'421'
'137946'|'144786'|'Организации религиозной сферы'|'Религиозные организации'|'3'|'1352'
'137947'|'144782'|'Филармонии'|'Филармония'|'3'|'255'
'137948'|'0'|'Мебель и интерьер'|''|'1'|'20'
'137949'|'137948'|'Продажа матрасов'|'Матрасы'|'2'|'14685'
'137950'|'144800'|'Производство и продажа шкафов-купе'|''|'3'|'958'
'137951'|'144796'|'Ткани для обивки'|''|'3'|'910'
'137952'|'137948'|'Кухонная мебель'|'Мебель для кухни'|'2'|'61648'
'137953'|'144795'|'Офисная мебель'|'Мебель офисная'|'3'|'13711'
'137954'|'137948'|'Интерьерная мебель из металла'|'Металлическая мебель для помещений'|'2'|'4710'
'137955'|'137948'|'Продажа сейфов'|'Сейфы'|'2'|'3473'
'137956'|'144798'|'Мебель и аксессуары для сада'|''|'3'|'1733'
'137957'|'137948'|'Панели МДФ, ДВПО, ЛДСП'|'Лдсп, двпо, мдф'|'2'|'2262'
'137958'|'144793'|'Мебель для кафе, ресторанов'|'Мебель для предприятий общественного питания'|'3'|'4392'
'137959'|'144794'|'Школьная мебель'|''|'3'|'2433'
'137960'|'144791'|'Мебель под заказ'|'Изготовление мебели под заказ'|'3'|'58375'
'137961'|'144795'|'Корпусная мебель'|'Мебель корпусная'|'3'|'37597'
'137962'|'144793'|'Медицинская, лабораторная мебель'|'Мебель для медицинских учреждений и лабораторий'|'3'|'2923'
'137963'|'137948'|'Мебель в ванную'|'Мебель для ванных комнат'|'2'|'8628'
'137964'|'144792'|'Каменные изделия для интерьера'|''|'3'|'1866'
'137965'|'144791'|'Услуги по ремонту и реставрации мебели'|'Ремонт, реставрация мебели'|'3'|'3073'
'137966'|'144789'|'Продажа бескаркасной мебели'|''|'3'|'603'
'137967'|'144799'|'Серийный выпуск мебели'|''|'3'|'1505'
'137968'|'144790'|'Мебель для детских комнат'|''|'3'|'18791'
'137969'|'137948'|'Фасады для мебели'|'Мебельные фасады'|'2'|'3990'
'137970'|'144797'|'Мебель из ротанга, лозы'|''|'3'|'653'
'137971'|'137948'|'Фурнитура для мебели'|'Мебельная фурнитура'|'2'|'7485'
'137972'|'137948'|'Стеклянная мебель'|'Мебель из стекла'|'2'|'2976'
'137973'|'137948'|'Мягкая мебель'|'Мебель мягкая'|'2'|'20334'
'137974'|'137948'|'Материалы для облицовки мебели'|'Облицовочные материалы для мебели'|'2'|'1278'
'137975'|'0'|'Медицина и здоровье'|''|'1'|'41'
'137976'|'144822'|'Центры реабилитации'|''|'3'|'1482'
'137977'|'137975'|'Уролог'|'Услуги уролога, андролога'|'2'|'4288'
'137978'|'137975'|'Логопед'|'Услуги логопеда'|'2'|'5956'
'137979'|'144839'|'Солярии'|''|'3'|'18701'
'137980'|'137975'|'Переливание крови'|'Станции переливания крови'|'2'|'340'
'137981'|'144818'|'Детские поликлиники'|'Поликлиники детские'|'3'|'2114'
'137982'|'137975'|'Маммолог'|'Услуги маммолога'|'2'|'1801'
'137983'|'137975'|'Детские врачи, педиатры'|'Услуги детских специалистов'|'2'|'4161'
'137984'|'137975'|'Гастроэнтеролог'|'Услуги гастроэнтеролога'|'2'|'2533'
'137985'|'144817'|'Травматологические, ортопедические услуги'|''|'3'|'1297'
'137986'|'137975'|'Аллерголог, иммунолог'|'Услуги аллерголога, иммунолога'|'2'|'1631'
'137987'|'144818'|'Общая врачебная практика'|'Отделения общей врачебной практики'|'3'|'130'
'137988'|'144806'|'Женские клиники'|''|'3'|'948'
'137989'|'137975'|'Лаборатории медицинские'|'Медицинские лаборатории'|'2'|'4223'
'137990'|'144602'|'Косметика для профессионального использования, расходные материалы'|'Косметика, расходные материалы для салонов красоты'|'2'|'17017'
'137991'|'137975'|'Врач-гомеопат'|'Услуги врача-гомеопата'|'2'|'981'
'137992'|'144828'|'Травмпункты, помощь хирургов'|''|'3'|'405'
'137993'|'137975'|'Ортопедические изделия, протезы'|'Протезные, ортопедические изделия'|'2'|'6053'
'137994'|'137975'|'Услуги мануального терапевта'|'Мануальная терапия'|'2'|'3062'
'137995'|'144809'|'Услуги лор-врача'|''|'3'|'965'
'137996'|'144602'|'Услуги очищения организма'|'Очищение организма'|'2'|'410'
'137997'|'144808'|'Борьба с зависимостями'|''|'3'|'1257'
'137998'|'137975'|'Дерматовенеролог'|'Услуги дерматовенеролога'|'2'|'3462'
'137999'|'144602'|'Массаж'|'Услуги массажиста'|'2'|'30671'
'138000'|'137975'|'Медсанчасти'|'Медико-санитарные части'|'2'|'255'
'138001'|'144833'|'Курсы для беременных'|'Школы для будущих мам'|'3'|'1770'
'138002'|'144837'|'Продажа средств гигиены'|''|'3'|'2495'
'138003'|'144812'|'Продажа медицинских приборов'|'Медицинские приборы, аппараты'|'3'|'8620'
'138004'|'144602'|'Услуги косметолога'|'Косметические услуги'|'2'|'61153'
'138005'|'144812'|'Расзодные материалы для медицины'|'Медицинские расходные материалы'|'3'|'7547'
'138006'|'144827'|'Оборудование и материалы для стоматологии'|''|'3'|'969'
'138007'|'144813'|'Оборудование и инструмент для медицины'|''|'3'|'3688'
'138008'|'144843'|'Магазины парфюмерии и косметики'|''|'3'|'24495'
'138009'|'144835'|'Парикмахерские салоны'|'Парикмахерские'|'3'|'120732'
'138010'|'137975'|'Услуги коррекции зрения'|'Коррекция зрения, лечение офтальмологических заболеваний'|'2'|'2660'
'138011'|'144836'|'Услуги пластичекого хирурга'|''|'3'|'867'
'138012'|'137975'|'Психолог'|'Услуги психолога'|'2'|'10894'
'138013'|'144833'|'Услуги планирования семьи'|'Центры планирования семьи'|'3'|'730'
'138014'|'144826'|'Стоматология'|'Стоматологические поликлиники'|'3'|'2437'
'138015'|'144804'|'Военные госпитали'|''|'3'|'238'
'138016'|'137975'|'Роддома'|'Родильные дома'|'2'|'957'
'138017'|'144805'|'Диспансеры, лечебно-профилактические учреждения'|'Диспансеры'|'3'|'3217'
'138018'|'137975'|'Судмедэкспертиза'|'Бюро медико-социальной экспертизы'|'2'|'1524'
'138019'|'144815'|'Услуги опознания и вскрытия'|''|'3'|'158'
'138020'|'144825'|'Организации санитарно-эпидемиологического надзора'|''|'3'|'557'
'138021'|'144802'|'Городские и областные больницы'|''|'3'|'5957'
'138022'|'144831'|'Продукция для фитотерапии'|'Фитопродукция'|'3'|'4238'
'138023'|'144602'|'Имидж-консультации'|'Услуги имидж-консультанта'|'2'|'1075'
'138024'|'137975'|'Изготовление зубных протезов'|'Зуботехнические лаборатории'|'2'|'644'
'138025'|'137975'|'Реактивы для лабораторий'|'Лабораторные реактивы'|'2'|'212'
'138026'|'144829'|'ФАПы'|''|'3'|'532'
'138027'|'137975'|'Лечение за рубежом'|'Услуги по организации лечения за рубежом'|'2'|'383'
'138028'|'144841'|'Спа-услуги'|''|'3'|'1856'
'138029'|'144826'|'Центры стоматологии'|'Стоматологические центры'|'3'|'29159'
'138030'|'144602'|'Салоны татуировки'|'Тату-салоны'|'2'|'3340'
'138031'|'137975'|'Трихолог'|'Услуги трихолога'|'2'|'1010'
'138032'|'137975'|'Пульмонолог'|'Услуги пульмонолога'|'2'|'788'
'138033'|'144814'|'Медицинские центры широкого профиля'|''|'3'|'4682'
'138034'|'144805'|'Центры диагностических исследований'|'Диагностические центры'|'3'|'12538'
'138035'|'137975'|'Проктолог'|'Услуги проктолога'|'2'|'1195'
'138036'|'144838'|'Санаторно-курортное лечение, профилактории'|''|'3'|'1150'
'138037'|'137975'|'Невролог'|'Услуги невролога'|'2'|'6409'
'138038'|'137975'|'Гинеколог'|'Услуги гинеколога'|'2'|'8892'
'138039'|'137975'|'Флеболог'|'Услуги флеболога'|'2'|'900'
'138040'|'144818'|'Поликлиники для взрослых'|'Поликлиники взрослые'|'3'|'3156'
'138041'|'137975'|'БАДы'|'Биологически активные добавки (бад)'|'2'|'8874'
'138042'|'144807'|'Продажа лекарственных препаратов'|''|'3'|'1508'
'138043'|'144816'|'Услуги оптики'|''|'3'|'10491'
'138044'|'137975'|'Альтернативная медицина'|'Центры альтернативной медицины'|'2'|'1779'
'138045'|'144803'|'Лечение пиявками'|''|'3'|'529'
'138046'|'144832'|'Центры противодействия СПИД'|''|'3'|'107'
'138047'|'144840'|'Проведение тонизирующих процедур'|''|'3'|'386'
'138048'|'144824'|'Услуги рефлексотерапевта'|''|'3'|'349'
'138049'|'144819'|'Уход за больными'|''|'3'|'311'
'138050'|'137975'|'Эндокринолог'|'Услуги эндокринолога'|'2'|'4096'
'138051'|'144835'|'Маникюр и педикюр'|'Ногтевые студии'|'3'|'102238'
